VehModel,Area,exposure,actual_rate,glmm_rate_mean,ci90_low,ci90_high,ci90_width
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Interior,169.52,745.7291175082586,617.6186003698888,366.0293411721948,748.6184906100689,382.5891494378741
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Litoral Norte e Baixada Santista,110.47,878.5190549470444,822.9946980316466,748.0925194155689,882.0807397962519,133.98822038068306
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Mato Grosso do Sul,145.03,753.5337516375922,727.7744689704504,573.5332845895368,860.2408318661485,286.70754727661165
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Curitiba,412.31,709.7281171933739,684.1924639584508,611.269102705476,711.9831982078592,100.7140955023832
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Florianopolis e Sul,193.89,322.99241838155655,411.13929969052043,321.05568876411706,847.8591520398749,526.8034632757578
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Porto Alegre e Caxias do Sul,724.58,745.3973336277568,737.6249695270059,684.329809606982,778.5978786735544,94.26806906657237
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. de Sao Paulo,7136.39,698.4190886428572,697.5647182814671,694.7995021647839,698.8733343261883,4.073832161404425
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. do Rio de Janeiro,1592.44,794.3344804199844,789.144417856386,773.1171167520879,795.3558591227529,22.238742370665022
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,655.9300000000001,566.4796548412178,569.321155651686,555.3910671441209,588.3135933730977,32.92252622897672
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Para,254.11465753350407,278.9331425742516,268.0634896214063,237.60699316358867,280.5869039157547,42.979910752166035
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Paraiba,186.32821917783468,392.9732185660817,528.7926736584062,390.67072198521265,1289.5779250896821,898.9072031044695
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Pernambuco,571.63,747.7966516802827,638.5851291569634,397.56937238690296,749.4846966574746,351.91532427057166
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Ribeirao Preto e Demais Mun. de Campinas,1512.9,492.4773613589794,501.9433422762739,491.61795522682155,532.0966997777912,40.47874455096962
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Rio Grande do Norte,179.70547945220022,401.9298700305472,360.33279377956893,254.74316342681084,406.2454807857043,151.50231735889344
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Sergipe,100.01,817.928207179282,811.7467462347212,762.5319082807105,852.686648244792,90.1547399640815
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Triangulo mineiro,156.59,886.9723481703812,755.6784180850913,588.0774960580278,890.0320408762624,301.9545448182346
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.,Vale do Paraiba e Ribeira,481.6982191778347,872.251511988429,701.5129644319478,364.7593406828162,874.2305657272685,509.47122504445235
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Alagoas,225.50369863003493,837.2678636626704,782.1434836311754,637.5461397227747,840.0911405136322,202.54500079085756
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Amazonas,230.36,408.84268102101055,561.0254145344552,406.8445275232219,1450.0264249554223,1043.1818974322005
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Bahia,1035.1082191778346,474.7976983414954,456.2088155077359,402.9749539994333,475.81291111269763,72.83795711326434
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Blumenau e demais regioes,670.74,754.805140590989,754.6370615903758,753.191118563028,756.3631670039903,3.1720484409622713
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Brasilia,1391.15,526.4306509003342,510.36069762220177,464.7027774933648,527.3900073400125,62.68722984664771
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Ceara,625.8919178078696,589.2646789428836,636.1187638529067,588.059658228683,793.074812815931,205.01515458724793
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Demais regioes,838.4454794522003,647.316985183819,681.7372754617919,645.9617204683893,796.6378385092354,150.67611804084606
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Espirito Santo,685.8254794522003,583.4093541108905,710.1255090253811,582.0026924815958,1281.233196541248,699.2305040596522
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,F.Iguatu-Medianeira-Cascavel-Toledo,111.82273972610011,1871.0952755449632,1354.4670088383734,513.5234978377578,1877.3395811373282,1363.8160832995704
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Goias,678.49,578.7955607304456,683.6605609479126,577.403885368355,1136.3923162154822,558.9884308471272
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Grande Campinas,2167.958219177835,613.0357994186884,624.1439258284726,612.2630316146581,659.0969002536069,46.83386863894884
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Interior,574.64,800.1844633161631,661.9300123168584,361.1068885878066,823.054063492803,461.9471749049964
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Litoral Norte e Baixada Santista,272.98273972610014,682.0138159167261,733.3415018520899,680.0440906170179,847.0329295383474,166.9888389213295
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Maranhao,176.6327397261001,413.8870297395806,508.25758136985064,389.1449136689295,977.9292012762738,588.7842876073444
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Mato Grosso,200.0409589039348,690.6535579363413,604.239661006464,404.31634143472934,693.2974772579316,288.9811358232023
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Mato Grosso do Sul,364.28547945220026,896.4205778694746,884.1603628803149,848.3184360229249,898.7544589569893,50.436022934064454
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Curitiba,1055.71,664.0090555171402,648.5202650891275,603.1169819239773,665.1794966251402,62.06251470116297
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Florianopolis e Sul,435.2409589039348,670.2563121233916,708.2994088595543,668.2862376363723,836.4135518727396,168.12731423636728
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Porto Alegre e Caxias do Sul,1078.27,936.4120303820008,863.2120645240178,675.1013341606817,937.7808748281974,262.67954066751565
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. de Sao Paulo,15037.27,700.0595187823321,696.4386794966945,685.514026763239,700.3884705976477,14.87444383440868
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. do Rio de Janeiro,4656.6854794522005,758.4600711352925,759.711436784035,757.8624537124116,763.7408641173274,5.878410404915826
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,2025.4082191778348,622.8462924437438,607.7578953447422,579.9695204803518,623.5527786252948,43.58325814494299
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Para,561.37,573.4738229688085,454.43624613484906,234.41801279216847,574.7923042868371,340.37429149466857
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Paraiba,247.94,359.90158909413566,493.45853282623386,358.079903577938,1272.333506942119,914.2536033641809
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Pernambuco,1024.2582191778347,481.25559626523835,457.3188248878509,392.2343892196091,482.22452422360146,89.99013500399235
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Piaui,169.9,716.8098881695115,669.4743801834779,623.9307592820328,719.4092079834792,95.47844870144638
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Ribeirao Preto e Demais Mun. de Campinas,3888.5154794522005,472.97021439634153,485.31961466330915,472.4421904297083,524.9528120184482,52.510621588739866
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Rio Grande do Norte,369.2754794522002,724.0069132036897,555.8008900605306,251.3264194507539,726.1233816986182,474.79696224786437
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Sergipe,159.70547945220022,828.888278937359,809.4957910855358,752.3032831745955,832.4230549006621,80.11977172606657
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Sul,210.22273972610012,914.9914050716685,1053.3210139227167,911.8411555685192,1607.626563821808,695.7854082532889
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Triangulo mineiro,411.7382191778347,754.396812178959,696.6123419372389,580.238244382178,756.0465268526788,175.80828247050079
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Vale do Aco-Norte-Vale Jequitinhonha,127.83821917783469,684.4353790495443,634.6396252603707,505.8662975252854,687.6859516614828,181.8196541361974
Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.,Vale do Paraiba e Ribeira,1369.8182191778346,594.851191634074,528.1386507551365,359.9007074546618,614.3867609497453,254.48605349508347
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Bahia,440.87547945220024,622.708707549623,572.8271454925793,450.6657233799834,624.2807798662824,173.615056486299
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Blumenau e demais regioes,327.15999999999997,591.1236092431839,667.3306961187836,589.3630192768868,843.6997872729416,254.33676799605485
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Brasilia,643.0409589039348,592.7196311875053,562.73622761117,519.6496101690461,593.9870127222249,74.33740255317878
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Ceara,199.65,635.4570498372151,682.7151200801475,606.0816786065512,886.9167696062408,280.83509099968956
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Demais regioes,377.19,563.3871523635303,634.0223669186087,561.8317837598306,890.9693469820585,329.13756322222787
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Espirito Santo,221.45,1545.6400993452248,1516.3698404625982,1431.7170497959771,1549.577650820685,117.86060102470788
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Goias,228.4082191778347,827.549029016478,929.403216717593,825.1369160295973,1270.9231323470735,445.78621631747626
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Grande Campinas,767.82,633.7240499075303,658.0114138987251,632.3625920456893,737.0367342225777,104.67414217688838
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Interior,143.44273972610011,1026.019164727518,815.1023084048227,403.8598345256439,1029.9769495374671,626.1171150118232
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Litoral Norte e Baixada Santista,106.47643835566939,1978.9448562897069,1590.3561596576192,825.3994784902106,1985.22003414083,1159.8205556506193
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Mato Grosso do Sul,123.46,1391.7787137534424,1264.521910866154,948.6493349485778,1396.680228551484,448.0308936029063
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Curitiba,480.8282191778347,386.9240460098526,444.8133043634457,385.5744793697897,675.7034357143848,290.1289563445951
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Florianopolis e Sul,266.5,896.3151969981238,905.762630046363,893.5071433303077,935.4501355374631,41.942992207155385
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. Porto Alegre e Caxias do Sul,631.9482191778347,1298.3737830094335,1134.2545679110754,754.9856257283981,1300.5411800726035,545.5555543442055
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. de Sao Paulo,6263.68,756.152293859201,758.8085310917477,755.6247599659698,767.0974195876621,11.472659621692287
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met. do Rio de Janeiro,1480.95,694.8046861811674,731.5569176479166,693.779465220208,854.2108107326422,160.4313455124343
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,663.833698630035,524.0574570377195,552.8051476811116,522.6449462833585,649.1367455144516,126.49179923109307
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Para,146.96547945220024,621.567733732402,500.98733474911813,262.16103200603254,624.6438507226952,362.4828187166627
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Paraiba,120.84547945220024,1427.7902721900991,1426.115983759896,1421.1993664682875,1432.5799500440635,11.380583575775972
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Pernambuco,318.27,798.0771043453672,687.2242891457846,438.6554307445011,800.3751887517953,361.7197580072943
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Ribeirao Preto e Demais Mun. de Campinas,1344.6582191783004,602.4199967297327,598.3527624464983,585.934423785195,603.4239423797175,17.48951859452245
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Rio Grande do Norte,119.88095890393481,1128.5695513031076,797.327779704767,281.06750731696627,1133.0527460658323,851.985238748866
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Triangulo mineiro,181.31,409.86156306877723,459.8520480248458,407.74092706827344,649.766650236339,242.0257231680656
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.,Vale do Paraiba e Ribeira,441.10643835566935,329.98838226576333,346.87763681638523,328.7514384949179,403.07994775834334,74.32850926342542
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Bahia,349.53000000000003,654.4102079935914,586.4998631111293,373.0268998457719,695.4701790039786,322.44327915820674
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Blumenau e demais regioes,278.74,613.3995838415727,649.3166368140598,610.309358007677,794.1341947216458,183.8248367139688
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Brasilia,513.3001369857043,284.98920896269726,320.767947852112,283.90474546098176,489.45132819658807,205.5465827356063
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Ceara,134.33,468.7039380629792,562.5372270240982,466.4272501745429,834.9883712002546,368.5611210257117
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Demais regioes,365.3709589044005,899.8252104815557,869.0036771806026,737.3512479999137,902.144116998108,164.7928689981943
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Espirito Santo,239.82821917783468,1390.3034477888352,1356.1346081898096,1185.2086180558936,1393.8451131723486,208.63649511645508
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Goias,202.02,1187.8378378378377,1167.0939903247806,1051.9966974511979,1191.4335430914566,139.43684564025875
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Grande Campinas,785.3100000000001,645.710611096255,647.4644571151528,610.0324736208901,692.9054017959306,82.87292817504056
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Interior,209.73273972610014,712.9120622524958,609.0335720075284,334.2694480821975,756.483344332436,422.21389625023846
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Mato Grosso do Sul,119.73,521.0390044266265,613.7032028091609,517.9432029479898,893.4097499650479,375.46654701705813
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Curitiba,484.23095890393483,572.6482268454288,578.7142334694701,559.3140559594381,635.2294823311794,75.91542637174132
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Florianopolis e Sul,184.32,902.3328993055555,774.9148894482418,535.5646863128356,905.1995242040988,369.63483789126315
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. Porto Alegre e Caxias do Sul,482.89,981.0370891921556,890.0486807279434,624.9091628096693,983.2311074351239,358.32194462545465
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. de Sao Paulo,4648.408219177834,753.2036419596681,732.563613767067,634.7979979599046,753.8162236865888,119.01822572668425
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met. do Rio de Janeiro,1564.62,622.7601590162468,652.4706972206244,621.2961169813441,803.2978109923146,182.00169401097048
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,739.5427397261001,517.4954460938146,530.2386600067548,515.3012703402087,610.8243430205288,95.52307268032007
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Para,155.84,514.8421457905544,441.6031496033841,217.00976904078712,625.4382195408749,408.4284505000878
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Pernambuco,264.33,518.3785419740476,479.06251680454494,363.1029165290146,520.3271843516042,157.22426782258958
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Ribeirao Preto e Demais Mun. de Campinas,1400.79,589.2275073351466,572.2660720246254,485.01988726341597,601.3788485194585,116.35896125604256
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Triangulo mineiro,157.89191780786962,265.3334038983465,321.4323750264176,263.5951930317069,611.5539788660049,347.95878583429794
Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.,Vale do Paraiba e Ribeira,446.92,700.7831379217757,578.776235249683,333.1566947601107,702.397467368921,369.24077260881023
Honda - Nx-4 Falcon 400,Grande Campinas,158.27,1385.8090604662916,950.128833303041,301.05590324646084,1390.1900335559221,1089.1341303094614
Honda - Nx-4 Falcon 400,Met. de Sao Paulo,230.4,890.3732638888889,665.2086297881028,313.7474832583272,892.7357174585665,578.9882342002393
Honda - Nx-4 Falcon 400,Met. do Rio de Janeiro,141.85,801.1068029608742,629.7804041223014,349.03015888534026,804.3614876284969,455.33132874315663
Honda - Nx-4 Falcon 400,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,128.14,399.4303105977837,388.0273356554808,265.38543594991353,527.4412449486658,262.0558089987523
Honda - Nx-4 Falcon 400,Ribeirao Preto e Demais Mun. de Campinas,282.4727397261001,451.1196376810082,386.2220282786799,240.12044028772388,452.750383944805,212.6299436570811
Honda - Nx-4 Falcon 400,Vale do Paraiba e Ribeira,115.77,320.2038524660966,312.1500606458923,164.83499019520258,554.4946605529049,389.6596703577023
Honda - Nxr 150 Bros Es,Bahia,263.92,129.25886632312822,139.50558501982758,129.56424848386942,158.74599482642955,29.181746342560132
Honda - Nxr 150 Bros Es,Ceara,242.79,71.6380411054821,114.48296276974986,70.92565240592218,312.1533790297119,241.22772662378975
Honda - Nxr 150 Bros Es,Goias,181.78,45.04345912641655,79.92309439887148,44.44744919884675,447.68963532450914,403.2421861256624
Honda - Nxr 150 Bros Es,Met. de Sao Paulo,100.27,210.6312955021442,209.84584110992404,162.66206369065912,270.14574864296776,107.48368495230864
Honda - Nxr 150 Bros Es,Para,215.79000000000002,267.7510542657213,204.66531460172706,90.06777693471473,269.2773025608624,179.20952562614764
Honda - Nxr 150 Bros Es,Pernambuco,235.46,110.0738979019791,110.04293686211612,87.69101817891041,154.52269493769572,66.8316767587853
Honda - Nxr 150 Bros Esd,Bahia,127.73,208.85461520394583,194.24643137882592,128.17283223512078,255.33426499525814,127.16143276013736
Honda - Nxr 150 Bros Esd,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,135.5,8.0,42.44562133556637,7.788490367777938,367.58934369388896,359.80085332611105
Honda - Nxr 150 Bros Esd,Para,110.2,281.2431941923775,195.92627117201454,125.95026778169955,283.2746908582361,157.32442307653656
Honda - Nxr 150 Bros Esd,Pernambuco,188.47,47.76887568313259,86.86839499414918,47.229925188428766,248.54122592121914,201.31130073279036
Honda - Nxr 150 Bros Ks,Ceara,131.5,93.11026615969581,141.3062392805777,55.64989096722872,830.3094344664337,774.6595434992049
Honda - Nxr 150 Bros Ks,Pernambuco,108.16,3.411612426035503,22.484207537163975,3.374396612379238,411.02113105368784,407.6467344413086
Honda - Vt 600 C Shadow,Met. de Sao Paulo,444.48,579.6796256299496,488.42219453517396,298.39149867082574,581.158418073279,282.76691940245325
Honda - Vt 600 C Shadow,Ribeirao Preto e Demais Mun. de Campinas,117.26,202.84837114105406,228.04159241307713,201.20713185635293,284.35468745392717,83.14755559757424
Honda - Vt 750 Shadow,Grande Campinas,103.98,668.4843239084439,626.1518778237187,506.19225184133217,672.1086910428118,165.9164392014796
Honda - Vt 750 Shadow,Met. de Sao Paulo,557.59,299.4440359403863,355.8308810425262,298.505560522257,541.3126577165291,242.8070971942721
Honda - Vt 750 Shadow,Ribeirao Preto e Demais Mun. de Campinas,259.48,282.8079235393864,288.03899078140876,208.98486972274767,413.5919721810013,204.60710245825365
Honda - Xr 250 Tornado,Ribeirao Preto e Demais Mun. de Campinas,152.53,461.01750475316334,422.8983329428563,309.3297837825202,463.5662536100246,154.23646982750438
